URN,A-level Maths VA,A-level Maths VA lower,A-level Maths VA upper,P8MEAMAT,P8MEAMAT lower,P8MEAMAT upper
113526,-0.82,-1.49,-0.15,-0.04,-0.25,0.16
137755,-0.32,-1.31,0.66,-0.69,-0.91,-0.47
113551,,,,-0.7,-0.93,-0.47
136321,0.32,-0.02,0.66,0.33,0.09,0.57
130648,-0.76,-1.46,-0.07,-0.52,-0.82,-0.23
136555,-0.22,-0.71,0.27,-0.07,-0.29,0.16
137152,0.87,0.25,1.49,-0.64,-0.86,-0.43
138239,0.03,-0.33,0.39,0.24,0.0,0.47
139534,-0.01,-0.46,0.43,-0.24,-0.43,-0.06
145050,0.86,0.21,1.5,0.07,-0.16,0.3
139153,0.09,-0.56,0.73,-0.16,-0.38,0.06
145474,-0.25,-0.83,0.34,-0.08,-0.32,0.16
145931,-0.41,-1.08,0.25,-0.98,-1.32,-0.65
146794,,,,-0.04,-0.23,0.15
149899,0.38,0.18,0.58,1.14,0.85,1.43
136904,0.03,-0.43,0.49,0.01,-0.18,0.2
137013,-0.36,-0.93,0.21,-0.33,-0.53,-0.13
139179,,,,-0.39,-0.62,-0.17
137048,-0.21,-0.71,0.29,-0.37,-0.55,-0.18
136863,-0.16,-0.51,0.19,0.51,0.33,0.7
145597,0.51,0.07,0.95,-0.14,-0.34,0.06
115238,0.35,-0.09,0.8,-0.11,-0.33,0.11
137790,0.17,-0.31,0.65,-0.24,-0.41,-0.06
136577,0.08,-0.23,0.4,0.1,-0.05,0.26
136758,0.25,-0.09,0.6,0.37,0.18,0.56
115322,-0.28,-0.78,0.22,0.03,-0.17,0.22
139181,0.62,-0.18,1.42,-0.24,-0.44,-0.03
136776,0.07,-0.21,0.34,0.1,-0.08,0.27
136412,0.08,-0.2,0.36,0.54,0.29,0.79
136642,0.14,-0.06,0.33,1.06,0.81,1.31
137241,0.22,-0.63,1.07,0.05,-0.15,0.26
137874,0.17,-0.35,0.68,-0.08,-0.27,0.11
136579,0.3,-0.19,0.79,-0.42,-0.6,-0.23
136868,-1.21,-1.94,-0.49,-0.75,-0.93,-0.56
141841,-0.05,-0.44,0.34,-0.35,-0.53,-0.18
136625,0.17,-0.16,0.5,0.46,0.24,0.69
136605,-0.63,-1.36,0.09,-0.16,-0.36,0.04
137260,-0.02,-0.62,0.58,0.17,-0.04,0.39
137188,0.04,-0.87,0.95,-0.09,-0.26,0.08
136875,0.11,-0.26,0.49,0.16,-0.02,0.34
138734,,,,-0.35,-0.58,-0.11
137727,-0.05,-0.55,0.44,-0.35,-0.55,-0.15
138084,-0.8,-1.35,-0.25,-0.46,-0.64,-0.29
137515,-0.06,-0.36,0.24,0.52,0.27,0.77
137072,,,,-0.65,-0.96,-0.35
137975,,,,-0.47,-0.69,-0.25
137058,-0.36,-1.16,0.44,-0.33,-0.56,-0.1
138834,0.14,-0.35,0.63,1.01,0.78,1.24
137240,0.44,-0.23,1.1,-0.06,-0.26,0.14
137877,-0.33,-0.85,0.18,-0.42,-0.61,-0.22
136861,0.54,0.16,0.93,0.06,-0.13,0.24
115387,-0.28,-0.72,0.15,,,
115392,0.17,-0.19,0.52,,,
115395,0.15,-0.33,0.63,,,
115396,,,,,,
115429,0.4,0.08,0.72,,,
135652,0.5,0.06,0.94,0.0,-0.18,0.18
135897,-1.26,-1.96,-0.57,-1.16,-1.33,-0.98
135957,,,,-0.64,-0.83,-0.46
130674,,,,,,
130676,,,,,,
151134,-0.39,-0.53,-0.24,,,
130681,-0.93,-1.22,-0.65,,,
147185,0.0,-0.81,0.8,-1.02,-1.29,-0.76
137733,-0.1,-0.67,0.47,-0.76,-0.94,-0.59
136272,-0.37,-0.56,-0.17,0.94,0.72,1.17
136490,-0.4,-0.62,-0.17,0.59,0.36,0.82
136444,-0.3,-0.58,-0.01,0.35,0.13,0.58
138174,-0.72,-1.24,-0.19,-0.38,-0.55,-0.2
136443,0.08,-0.14,0.31,0.79,0.57,1.01
137310,-0.22,-0.64,0.19,0.56,0.34,0.78
137312,-0.78,-1.58,0.02,0.21,-0.03,0.44
144750,-0.21,-0.54,0.12,0.01,-0.22,0.23
147537,0.34,-0.17,0.84,0.55,0.35,0.74
137549,0.42,0.05,0.79,1.08,0.88,1.28
136854,0.97,0.12,1.82,-0.5,-0.69,-0.32
137456,-0.21,-0.65,0.23,-0.33,-0.51,-0.14
136803,0.24,-0.3,0.78,-0.39,-0.63,-0.14
136399,-0.03,-0.51,0.44,-0.33,-0.53,-0.13
117036,-0.48,-1.05,0.08,,,
117045,,,,,,
130710,-0.2,-1.0,0.6,,,
143929,-0.14,-0.34,0.05,,,
135035,0.62,-0.08,1.31,0.22,-0.01,0.45
140292,-0.19,-0.57,0.2,0.06,-0.1,0.22
137162,0.31,-0.39,1.0,-0.57,-0.77,-0.36
136927,0.14,-0.52,0.81,-0.24,-0.42,-0.05
138505,0.03,-0.47,0.53,-0.37,-0.56,-0.17
136898,0.01,-0.41,0.42,0.55,0.33,0.78
144367,,,,-0.66,-0.92,-0.41
136924,0.09,-0.37,0.55,-0.45,-0.68,-0.23
148338,-1.14,-1.99,-0.29,0.3,0.02,0.57
149682,-1.2,-1.68,-0.72,,,
137625,0.32,-0.26,0.9,-0.25,-0.46,-0.04
136925,0.19,-0.38,0.75,0.06,-0.14,0.26
138664,-0.2,-1.11,0.71,-0.2,-0.47,0.06
136890,0.63,-0.1,1.36,-0.21,-0.4,-0.01
137167,-1.07,-1.67,-0.47,-0.39,-0.58,-0.2
140731,,,,-0.64,-0.93,-0.35
137101,0.58,0.11,1.05,0.06,-0.17,0.3
138032,-0.16,-0.85,0.54,-0.3,-0.52,-0.08
135061,,,,-0.52,-0.74,-0.3
141414,0.02,-0.58,0.62,0.13,-0.08,0.34
141063,0.39,-0.04,0.82,0.38,0.19,0.57
136469,0.09,-0.26,0.45,0.53,0.36,0.7
117012,0.57,0.3,0.85,,,
117017,-0.57,-1.1,-0.05,,,
117018,-0.33,-0.92,0.25,,,
117020,,,,,,
117032,,,,,,
117035,,,,,,
117037,-0.37,-0.78,0.05,,,
117038,0.2,-0.18,0.59,,,
135913,-0.13,-0.93,0.67,-0.26,-0.48,-0.05
130713,,,,,,
144888,0.24,0.02,0.47,,,
137581,,,,-0.35,-0.64,-0.07
137687,-0.87,-1.85,0.12,-0.52,-0.71,-0.33
139554,0.34,-0.17,0.85,0.15,-0.08,0.38
139664,-0.14,-1.05,0.77,0.3,0.02,0.57
140987,0.42,-0.2,1.05,-0.01,-0.29,0.27
145923,-0.42,-1.33,0.49,-0.61,-0.83,-0.38
149319,,,,-0.6,-0.85,-0.34
150743,0.69,-0.11,1.5,,,
118788,-0.44,-1.35,0.47,-0.14,-0.35,0.08
118789,-0.4,-0.76,-0.04,0.47,0.2,0.73
118790,0.19,-0.09,0.47,0.45,0.24,0.66
136455,-0.35,-0.66,-0.04,0.23,0.05,0.41
136582,0.01,-0.24,0.25,0.48,0.29,0.66
136305,-1.23,-1.74,-0.72,-0.7,-0.94,-0.46
136379,-0.13,-0.4,0.15,0.05,-0.15,0.25
138480,0.21,-0.16,0.59,0.64,0.39,0.89
118806,-0.24,-0.66,0.18,-0.14,-0.41,0.12
138167,,,,-1.05,-1.32,-0.78
136583,,,,-0.34,-0.53,-0.15
148712,-0.44,-1.04,0.16,0.17,-0.04,0.38
136581,,,,-0.55,-0.74,-0.37
118835,0.0,-0.29,0.28,0.4,0.2,0.6
118836,0.04,-0.32,0.41,0.21,-0.01,0.43
137800,-0.14,-0.49,0.21,0.39,0.12,0.65
138019,-0.18,-0.52,0.17,0.42,0.21,0.62
118840,-0.26,-0.58,0.06,0.34,0.1,0.58
118843,0.04,-0.12,0.21,0.91,0.67,1.16
141628,,,,-0.42,-0.64,-0.19
137250,-0.48,-0.84,-0.12,0.45,0.2,0.69
137833,,,,-0.73,-0.93,-0.52
137227,-0.3,-0.6,0.01,0.96,0.71,1.2
137609,-0.61,-1.11,-0.1,-0.21,-0.43,0.02
137484,0.14,-0.43,0.71,-0.37,-0.54,-0.2
139542,0.8,0.0,1.6,-0.05,-0.28,0.17
144100,-0.3,-0.54,-0.06,0.46,0.23,0.68
118884,0.07,-0.17,0.3,0.34,0.1,0.59
136324,-1.59,-2.28,-0.89,-0.6,-0.81,-0.4
137739,0.53,0.2,0.86,,,
140595,0.34,0.08,0.6,1.12,0.87,1.37
136302,-0.85,-1.57,-0.12,-0.62,-0.83,-0.41
136727,0.2,-0.1,0.51,0.8,0.56,1.04
118898,,,,-0.73,-1.05,-0.41
136501,0.61,0.19,1.03,0.12,-0.13,0.38
118903,,,,-0.26,-0.5,-0.02
140537,-0.57,-1.17,0.03,-0.11,-0.33,0.11
136286,0.98,0.18,1.78,-0.29,-0.46,-0.13
140640,-0.41,-0.9,0.08,0.2,0.0,0.4
137837,-0.79,-1.34,-0.24,-0.11,-0.34,0.11
136847,0.0,-0.91,0.91,-0.13,-0.33,0.06
136417,,,,0.59,0.33,0.84
137474,-0.19,-0.62,0.23,0.07,-0.18,0.32
140874,,,,-0.26,-0.48,-0.03
136465,-1.34,-2.1,-0.58,-0.88,-1.06,-0.69
136570,0.48,0.08,0.89,0.05,-0.19,0.29
137104,0.49,-0.5,1.47,0.03,-0.17,0.24
136349,0.0,-0.85,0.85,0.06,-0.28,0.41
118931,-0.14,-0.56,0.28,0.8,0.54,1.06
118933,-0.5,-1.26,0.26,-0.04,-0.25,0.17
136382,0.01,-0.33,0.35,0.45,0.24,0.66
136317,,,,-0.77,-0.96,-0.57
136603,0.22,-0.13,0.58,0.69,0.51,0.87
137099,0.15,-0.07,0.37,0.35,0.13,0.57
137458,-0.94,-1.75,-0.14,-1.04,-1.24,-0.84
137834,-0.48,-0.85,-0.11,0.15,-0.07,0.36
118937,0.25,-0.2,0.7,,,
118939,-0.1,-0.52,0.32,,,
118940,,,,,,
118946,-0.41,-1.26,0.44,,,
118947,0.34,-0.42,1.1,,,
118949,-0.81,-1.61,0.0,,,
118957,0.93,0.26,1.6,,,
118958,0.04,-0.76,0.85,,,
118959,0.22,-0.06,0.5,,,
118978,0.62,-0.18,1.42,,,
118991,-0.74,-1.72,0.25,,,
118996,0.1,-0.18,0.38,,,
118998,0.25,-0.44,0.95,,,
119001,0.41,-0.17,0.99,,,
119002,-0.18,-0.88,0.51,,,
131411,,,,,,
138405,,,,,,
135290,-1.42,-2.27,-0.57,0.02,-0.22,0.26
135297,-1.42,-2.12,-0.73,-0.03,-0.24,0.17
135371,-0.19,-1.17,0.79,-0.06,-0.27,0.14
135630,0.83,-0.03,1.68,-0.15,-0.39,0.09
136177,-0.28,-1.13,0.57,0.4,0.04,0.75
136197,-1.34,-1.98,-0.69,-0.64,-0.84,-0.44
119026,,,,-1.62,-2.06,-1.19
130728,-1.11,-1.59,-0.63,-1.43,-1.89,-0.96
137119,,,,-0.08,-0.27,0.1
146648,,,,-0.14,-0.49,0.2
150869,,,,,,
136594,0.46,0.09,0.83,0.6,0.35,0.85
136337,-0.54,-1.07,-0.02,0.27,0.03,0.5
136456,,,,-0.05,-0.23,0.12
136662,-0.01,-0.2,0.19,0.97,0.76,1.18
134820,,,,,,
136864,-0.28,-0.57,0.01,0.48,0.29,0.68
137389,-0.65,-1.45,0.15,-0.07,-0.29,0.16
118908,0.44,-0.13,1.0,-0.44,-0.7,-0.18
136313,,,,0.58,0.35,0.81
137376,-1.04,-1.74,-0.35,0.12,-0.09,0.34
141466,-1.23,-2.14,-0.32,-0.02,-0.2,0.17
118948,0.0,-0.98,0.98,,,
135964,,,,-0.22,-0.42,-0.01
136107,0.15,-0.76,1.06,-0.48,-0.67,-0.29
136108,,,,-0.32,-0.53,-0.12
130726,,,,,,
147115,,,,-0.95,-1.17,-0.73
148254,-0.68,-1.28,-0.08,0.2,0.0,0.39
119722,-0.52,-1.19,0.15,-0.15,-0.4,0.1
149099,0.99,0.65,1.32,,,
150261,0.12,-0.19,0.42,0.66,0.43,0.88
119767,-0.51,-0.97,-0.04,-0.15,-0.33,0.03
137421,-0.6,-0.99,-0.21,-0.27,-0.47,-0.07
119794,-0.54,-0.99,-0.08,0.26,0.01,0.5
136731,0.63,0.26,1.0,0.59,0.42,0.77
119798,-0.5,-1.36,0.35,-0.55,-0.8,-0.31
136742,0.27,0.05,0.49,0.74,0.5,0.97
136381,-0.29,-0.63,0.05,0.41,0.16,0.65
136390,-0.27,-0.48,-0.07,0.84,0.6,1.09
119817,0.15,-0.52,0.81,,,
119824,0.26,-0.65,1.17,,,
119835,0.06,-0.41,0.53,,,
119836,0.21,-0.37,0.8,,,
119818,-0.03,-0.94,0.88,,,
130735,-0.23,-0.48,0.02,,,
130738,-0.12,-0.46,0.22,,,
130741,-0.43,-0.56,-0.3,,,
130743,,,,,,
130745,0.39,0.27,0.51,,,
138220,-0.12,-0.75,0.5,1.59,1.32,1.86
141565,-0.8,-1.56,-0.04,1.73,1.47,1.99
136900,-0.89,-1.31,-0.47,0.12,-0.07,0.3
119826,-0.44,-0.95,0.08,,,
141165,-0.43,-0.94,0.08,-0.55,-0.81,-0.29
131389,-1.45,-2.3,-0.6,,,
135580,,,,-0.8,-1.01,-0.6
130736,-0.83,-1.38,-0.28,,,
141257,-0.24,-0.89,0.4,-0.93,-1.14,-0.73
148568,,,,,,
130744,0.38,0.17,0.59,,,
137112,-0.27,-0.94,0.39,0.08,-0.18,0.35
137117,0.2,-0.66,1.05,-0.42,-0.63,-0.21
137085,0.51,-0.13,1.15,-0.31,-0.51,-0.11
137981,-0.21,-0.53,0.1,0.26,0.11,0.41
138411,-0.41,-0.95,0.13,0.16,-0.05,0.38
138247,-0.5,-0.92,-0.07,0.16,-0.01,0.33
138248,-0.04,-0.48,0.4,0.08,-0.1,0.26
139062,0.28,-0.52,1.08,-0.29,-0.56,-0.01
139063,-0.9,-1.88,0.08,-0.72,-0.97,-0.48
139956,,,,-0.83,-1.02,-0.63
140549,,,,-0.36,-0.64,-0.08
140992,-0.84,-1.54,-0.15,-0.73,-0.97,-0.49
144489,-0.07,-0.87,0.73,0.6,0.4,0.8
144182,-0.13,-0.86,0.59,0.0,-0.25,0.24
146562,-0.43,-0.97,0.11,0.01,-0.17,0.2
150524,-0.09,-0.47,0.29,,,
137158,,,,-0.19,-0.38,0.0
144687,-0.21,-1.2,0.77,-0.11,-0.34,0.11
137857,0.08,-0.65,0.81,-0.28,-0.48,-0.08
136361,0.14,-0.26,0.55,-0.09,-0.27,0.1
138837,0.84,0.3,1.38,0.18,-0.1,0.45
122854,0.64,-0.12,1.4,0.1,-0.15,0.35
138641,-0.21,-0.6,0.18,0.5,0.31,0.7
136628,0.42,0.17,0.67,0.8,0.62,0.99
138482,-0.05,-0.33,0.22,0.66,0.49,0.83
136878,0.72,0.35,1.08,0.23,0.05,0.41
137628,-0.77,-1.47,-0.08,-0.07,-0.27,0.12
138964,-0.15,-0.75,0.45,-0.08,-0.3,0.14
137319,-0.69,-1.19,-0.19,-0.21,-0.39,-0.02
138191,-0.07,-0.62,0.49,0.19,-0.05,0.43
138076,,,,-0.32,-0.53,-0.12
137763,0.68,0.11,1.25,-0.27,-0.45,-0.08
137409,-0.19,-0.5,0.12,0.43,0.21,0.65
137159,-0.58,-1.11,-0.06,0.11,-0.1,0.31
145643,0.49,0.15,0.83,0.22,0.03,0.42
138810,,,,-0.03,-0.27,0.22
140698,-0.5,-1.05,0.05,-0.03,-0.25,0.19
136291,0.28,-0.09,0.65,0.37,0.19,0.55
122908,-1.06,-1.96,-0.15,,,
135583,-0.46,-1.31,0.4,-0.73,-0.95,-0.51
130777,-0.17,-0.57,0.23,,,
137184,,,,0.19,-0.05,0.43
140984,0.39,0.15,0.63,0.33,0.04,0.61
141010,-0.76,-1.61,0.09,0.2,-0.09,0.48
139765,-1.21,-1.97,-0.45,-0.41,-0.62,-0.2
137798,-0.49,-0.87,-0.12,0.13,-0.08,0.34
138341,0.22,-0.25,0.7,-0.06,-0.27,0.16
122912,,,,,,
122915,0.26,-0.04,0.55,,,
122936,-0.25,-0.82,0.32,,,
134253,-0.38,-1.29,0.53,-0.13,-0.36,0.11
135881,-0.78,-1.4,-0.16,-0.26,-0.44,-0.07
130776,-0.74,-1.08,-0.4,,,
147285,0.17,0.01,0.32,,,
141176,0.23,-0.62,1.08,-0.06,-0.31,0.19
139769,,,,-0.88,-1.12,-0.65
140922,-1.36,-2.17,-0.56,-0.81,-1.01,-0.61
146580,-1.44,-2.29,-0.59,-0.56,-0.8,-0.32
142153,,,,-0.14,-0.38,0.09
136979,0.62,0.08,1.16,-0.4,-0.6,-0.2
147508,-0.38,-0.99,0.22,-0.96,-1.17,-0.75
123600,0.77,-0.03,1.57,,,
123602,,,,,,
123604,0.06,-0.64,0.75,,,
123608,0.52,0.2,0.85,,,
123613,0.47,-0.38,1.32,,,
123620,-0.37,-1.22,0.48,,,
123623,0.3,0.02,0.59,,,
130800,0.35,0.12,0.59,,,
136516,-0.28,-0.61,0.06,0.69,0.37,1.01
137446,-0.06,-0.3,0.17,0.6,0.33,0.87
123610,0.19,-0.46,0.83,,,
123627,0.69,0.41,0.97,0.28,0.07,0.5
135149,0.13,-0.35,0.61,-0.45,-0.66,-0.25
135582,,,,-0.72,-0.94,-0.5
130796,-0.93,-1.66,-0.21,,,
142890,,,,-0.77,-1.11,-0.44
140791,0.55,0.08,1.01,0.26,0.07,0.46
140108,0.7,0.21,1.18,0.17,-0.01,0.36
136340,-0.58,-1.15,-0.02,0.32,0.11,0.52
111419,-0.1,-0.79,0.6,-0.61,-0.83,-0.4
138002,-0.02,-0.74,0.71,0.05,-0.17,0.27
137449,-0.54,-1.2,0.13,-0.04,-0.23,0.16
146387,0.15,-0.31,0.62,0.09,-0.11,0.29
136279,0.14,-0.21,0.49,-0.04,-0.24,0.16
111443,0.23,-0.1,0.56,-0.03,-0.19,0.14
136655,0.67,0.14,1.19,-0.22,-0.43,-0.01
138662,-0.56,-1.13,0.01,-0.55,-0.77,-0.32
139139,1.12,0.58,1.66,-0.16,-0.37,0.05
136278,0.27,-0.13,0.67,0.46,0.27,0.65
111473,0.65,0.2,1.1,,,
137491,0.48,0.06,0.9,0.51,0.33,0.69
111478,-1.11,-2.1,-0.13,,,
130619,-0.38,-0.76,0.0,,,
143817,0.85,0.0,1.7,-0.56,-0.85,-0.28
146742,,,,-0.94,-1.26,-0.61
149631,-0.26,-1.02,0.5,-0.47,-0.7,-0.24
138318,-0.47,-0.93,0.0,0.45,0.27,0.62
138483,-0.16,-0.65,0.33,-0.02,-0.23,0.18
136645,-0.2,-0.57,0.17,0.18,-0.02,0.38
111422,0.25,-0.12,0.62,0.15,-0.03,0.33
111424,-0.06,-0.52,0.39,0.64,0.42,0.86
111429,-0.65,-1.21,-0.1,-0.56,-0.74,-0.39
111440,-0.55,-1.17,0.07,0.25,0.05,0.44
139343,-0.71,-1.26,-0.15,-0.2,-0.52,0.13
111450,-0.54,-1.23,0.16,0.13,-0.08,0.34
136543,-1.06,-1.59,-0.54,0.01,-0.21,0.22
111471,0.61,0.16,1.06,,,
111482,,,,,,
111484,0.22,-0.69,1.13,,,
111485,0.37,0.02,0.72,,,
111486,-0.21,-1.12,0.7,,,
145748,0.37,0.23,0.51,,,
143649,-0.86,-1.85,0.12,-0.18,-0.42,0.06
144740,0.06,-0.21,0.32,,,
145843,-1.35,-2.26,-0.44,-0.15,-0.38,0.09
139155,1.02,0.45,1.59,0.52,0.33,0.71
136575,-0.91,-1.51,-0.31,-0.45,-0.66,-0.24
112041,,,,-0.45,-0.7,-0.2
143981,0.66,0.09,1.23,-0.54,-0.74,-0.34
112045,-0.35,-0.93,0.24,-0.01,-0.22,0.2
136383,-0.32,-1.17,0.53,-0.42,-0.61,-0.23
136524,0.38,0.0,0.76,-0.41,-0.58,-0.24
136533,-0.26,-0.76,0.24,0.03,-0.13,0.2
144291,-0.89,-1.65,-0.13,-0.08,-0.29,0.12
112076,0.01,-0.46,0.48,,,
112077,,,,,,
130629,0.05,-0.12,0.22,,,
136306,0.02,-0.2,0.24,1.2,0.96,1.45
136666,-0.6,-0.94,-0.26,0.61,0.36,0.86
144761,-0.05,-0.55,0.44,-0.08,-0.41,0.25
147300,1.4,0.67,2.13,0.28,0.07,0.49
136772,-0.43,-0.96,0.09,0.15,-0.04,0.33
115723,-1.62,-2.29,-0.96,-0.34,-0.59,-0.1
137097,0.4,-0.15,0.95,-0.03,-0.27,0.2
136982,0.58,0.06,1.11,-0.14,-0.33,0.05
136767,-0.67,-1.31,-0.03,-0.24,-0.48,0.01
137123,-0.25,-0.5,0.01,0.63,0.38,0.87
136874,-0.25,-0.56,0.05,0.31,0.07,0.55
136353,0.16,-0.02,0.34,0.9,0.63,1.17
136578,-0.01,-0.28,0.26,0.43,0.19,0.68
137752,0.93,0.13,1.74,-0.07,-0.28,0.13
137033,0.36,0.03,0.69,0.51,0.32,0.7
115758,-0.15,-1.0,0.71,-0.18,-0.39,0.02
136474,0.12,-0.15,0.39,0.83,0.62,1.04
137634,0.11,-0.65,0.87,0.49,0.3,0.68
136292,-0.12,-0.52,0.28,0.28,0.08,0.47
138746,,,,-0.52,-0.73,-0.31
136623,-0.35,-0.96,0.25,-0.14,-0.34,0.06
136960,0.67,0.13,1.21,0.18,-0.03,0.38
137382,0.39,-0.18,0.96,-0.02,-0.3,0.25
136725,-0.39,-0.8,0.03,0.08,-0.09,0.26
115772,,,,0.1,-0.12,0.32
137387,-0.39,-0.96,0.18,0.06,-0.17,0.28
115780,-0.97,-1.64,-0.3,,,
115787,-0.13,-0.86,0.59,,,
115788,0.03,-0.54,0.59,,,
115789,0.32,-0.59,1.22,,,
115794,1.13,0.37,1.89,,,
115795,0.81,0.4,1.21,,,
115797,-0.04,-0.42,0.35,,,
115798,0.2,-0.11,0.51,,,
136016,-0.45,-1.43,0.54,-0.25,-0.49,-0.02
130683,,,,,,
146555,0.14,-0.43,0.7,,,
130686,-0.49,-0.69,-0.29,,,
117499,-0.01,-0.47,0.44,-0.18,-0.39,0.04
138747,0.05,-0.42,0.51,0.13,-0.09,0.34
138582,-0.15,-0.62,0.32,0.23,0.02,0.45
149500,0.35,-0.17,0.88,-0.14,-0.35,0.06
139873,0.11,-0.27,0.49,0.39,0.17,0.62
139662,0.04,-0.69,0.76,-0.01,-0.29,0.28
139154,0.3,-0.04,0.63,0.81,0.6,1.02
137288,-0.34,-0.76,0.08,0.33,0.12,0.53
117504,-0.95,-1.93,0.04,0.03,-0.26,0.31
137038,0.18,-0.21,0.57,0.44,0.2,0.68
137985,-0.38,-0.77,0.02,0.23,0.0,0.46
137847,0.18,-0.24,0.61,0.56,0.33,0.78
136608,0.25,-0.21,0.72,-0.22,-0.42,-0.01
140037,0.39,-0.1,0.88,0.39,0.16,0.62
142051,-0.71,-1.21,-0.21,0.27,0.01,0.53
143131,-0.18,-1.09,0.73,-0.22,-0.49,0.06
144402,-0.26,-0.72,0.2,0.0,-0.23,0.23
144623,-0.26,-0.93,0.4,0.19,-0.09,0.46
137270,-0.07,-0.39,0.24,0.43,0.21,0.64
146305,,,,-0.48,-0.71,-0.25
145430,,,,-0.69,-0.98,-0.39
146440,0.44,-0.54,1.43,-0.07,-0.33,0.18
147535,,,,-0.36,-0.63,-0.09
147785,0.33,-0.52,1.19,-0.25,-0.49,-0.01
150656,-0.3,-0.97,0.37,,,
138286,0.38,0.12,0.64,1.03,0.83,1.24
117518,-0.67,-1.47,0.14,-0.2,-0.41,0.01
140294,0.58,0.13,1.02,0.45,0.23,0.67
136973,0.03,-0.25,0.32,0.88,0.67,1.09
137110,-0.93,-1.54,-0.33,-0.15,-0.34,0.04
137339,-0.51,-1.01,0.0,0.1,-0.1,0.3
139036,-0.02,-0.53,0.49,-0.05,-0.27,0.17
137757,-0.82,-1.37,-0.27,0.22,-0.04,0.48
136396,0.59,0.18,1.0,0.19,-0.02,0.39
117530,0.1,-0.27,0.47,0.21,0.02,0.41
140049,,,,-0.27,-0.48,-0.06
117534,0.0,-0.6,0.61,-0.35,-0.55,-0.15
138632,-0.09,-0.49,0.3,0.25,0.05,0.44
150217,0.43,-0.04,0.89,,,
137002,0.67,0.2,1.15,0.48,0.29,0.67
136609,0.34,0.12,0.57,1.07,0.88,1.27
137637,0.48,-0.09,1.04,0.14,-0.06,0.35
137090,-0.26,-0.68,0.15,0.45,0.24,0.65
117552,,,,-0.44,-0.67,-0.21
138352,0.62,0.1,1.13,0.13,-0.06,0.33
117555,-0.37,-1.02,0.27,0.22,-0.04,0.48
138356,0.27,-0.01,0.56,0.52,0.3,0.75
149743,0.36,-0.14,0.86,0.4,0.18,0.62
138106,-0.13,-0.86,0.59,0.07,-0.17,0.3
136922,-0.18,-0.77,0.4,0.73,0.49,0.97
136606,0.07,-0.22,0.37,0.35,0.15,0.55
136276,0.07,-0.11,0.25,0.92,0.72,1.12
136289,-0.23,-0.46,0.0,0.52,0.31,0.73
136899,0.18,-0.07,0.43,0.69,0.48,0.9
117577,-0.36,-0.64,-0.08,0.4,0.17,0.63
117578,0.23,-0.19,0.66,0.3,0.1,0.49
136554,0.21,0.0,0.42,0.77,0.56,0.99
137872,-0.05,-0.41,0.31,-0.23,-0.45,-0.01
136877,0.51,0.18,0.83,0.16,-0.03,0.34
137224,-0.79,-1.52,-0.07,-0.53,-0.85,-0.21
137938,0.2,-0.39,0.78,0.59,0.36,0.82
137895,-0.23,-0.56,0.1,0.52,0.33,0.71
138042,0.7,0.04,1.37,0.13,-0.08,0.33
137532,-0.19,-0.52,0.14,0.36,0.17,0.55
137156,-0.63,-0.97,-0.29,-0.01,-0.2,0.18
137922,-0.43,-1.05,0.19,0.01,-0.21,0.23
137914,0.13,-0.41,0.67,0.12,-0.08,0.32
147246,0.01,-0.41,0.44,0.08,-0.13,0.28
140786,-0.1,-0.34,0.14,0.29,0.06,0.51
136901,0.08,-0.19,0.35,0.68,0.49,0.88
148499,-0.67,-1.1,-0.24,0.22,0.0,0.43
138360,-0.44,-1.2,0.33,-0.13,-0.33,0.07
117602,0.11,-0.46,0.67,,,
117604,0.93,0.61,1.26,,,
117605,-0.22,-0.53,0.1,,,
117606,-0.62,-1.61,0.36,,,
117607,0.26,-0.08,0.6,,,
117609,-0.73,-1.38,-0.09,,,
117612,,,,,,
117613,-0.11,-0.96,0.74,,,
117616,0.59,0.36,0.82,,,
117617,0.04,-0.33,0.4,,,
117618,,,,,,
117622,-0.03,-0.67,0.62,,,
117633,-0.01,-0.59,0.58,,,
117638,-0.26,-0.62,0.1,,,
117641,-0.34,-0.89,0.22,,,
117647,0.18,-0.05,0.42,,,
117648,0.32,0.11,0.53,,,
117649,0.12,-0.18,0.42,,,
117657,0.02,-0.5,0.53,,,
102256,,,,,,
134087,-0.51,-1.36,0.34,,,
135876,0.92,0.16,1.69,-0.06,-0.27,0.16
149736,,,,,,
130720,,,,,,
130723,-1.4,-2.25,-0.55,,,
136753,0.21,-0.36,0.78,0.11,-0.07,0.3
140845,0.05,-0.46,0.56,0.23,0.04,0.42
150099,0.12,-0.39,0.64,,,
135552,0.46,-0.14,1.06,-0.53,-0.79,-0.28
118223,0.29,-0.2,0.78,,,
137572,-0.45,-0.98,0.09,0.24,0.05,0.42
137282,,,,-0.29,-0.5,-0.09
138638,-0.14,-0.48,0.21,0.43,0.21,0.66
137667,0.23,-0.4,0.85,0.28,0.03,0.53
140950,-0.95,-1.45,-0.45,0.66,0.37,0.96
137873,0.19,-0.54,0.91,0.08,-0.12,0.28
136624,-0.77,-1.57,0.03,-0.16,-0.38,0.07
139140,-0.41,-0.91,0.09,-0.01,-0.29,0.26
120642,-0.25,-0.77,0.28,0.08,-0.17,0.33
120655,-0.61,-1.03,-0.19,0.3,0.09,0.52
137793,-0.17,-0.41,0.07,0.54,0.35,0.74
